product Name,product Price(US $),formatedPrice(US $),overview-rating,reviews,orders,Stock,Color,Inventory,imgUrl,storeName,storeUrl,storeNumber,followers,rating
Cute Cartoon Wireless Earphone Case For Apple AirPods 2 Silicone Charging Headphones Case for Airpods Protective Cover,0.98 - 1.65,1.09 - 1.83,4.7,1485,12835,292254,pinkhorse-34088429,9676,https://ae01.alicdn.com/kf/H2963b39935b8401abfc51e03b3348271R/Cute-Cartoon-Wireless-Earphone-Case-For-Apple-AirPods-2-Silicone-Charging-Headphones-Case-for-Airpods-Protective.jpg,heshuting Store,https://www.aliexpress.com/store/4501070,4501070,847,95.7%
Cute Cartoon Wireless Earphone Case For Apple AirPods 2 Silicone Charging Headphones Case for Airpods Protective Cover,0.98 - 1.65,1.09 - 1.83,4.7,1485,12835,292254,Sesama Streat-201447325,9864,https://ae01.alicdn.com/kf/H2283b6d185f34e98bc3b88d51f1d43e3m/Cute-Cartoon-Wireless-Earphone-Case-For-Apple-AirPods-2-Silicone-Charging-Headphones-Case-for-Airpods-Protective.jpg,heshuting Store,https://www.aliexpress.com/store/4501070,4501070,847,95.7%
Cute Cartoon Wireless Earphone Case For Apple AirPods 2 Silicone Charging Headphones Case for Airpods Protective Cover,0.98 - 1.65,1.09 - 1.83,4.7,1485,12835,292254,HairyY-771,9479,https://ae01.alicdn.com/kf/H68660cab76714291bb7a60d10fcb176aj/Cute-Cartoon-Wireless-Earphone-Case-For-Apple-AirPods-2-Silicone-Charging-Headphones-Case-for-Airpods-Protective.jpg,heshuting Store,https://www.aliexpress.com/store/4501070,4501070,847,95.7%
