product Name,product Price(US $),formatedPrice(US $),overview-rating,reviews,orders,Stock,Color,Ships From,Inventory,imgUrl,storeName,storeUrl,storeNumber,followers,rating
Global HUAWEI Watch GT Waterproof Smart Watch Sleep Heart Rate Tracker Support GPS Man Sport Tracker SmartWatch For Android IOS,125.86,217.00,4.9,89,422,251,Brown-365458,China-201336100,118,https://ae01.alicdn.com/kf/H70bba4a1388b4d5283a831064a7ae703l/Global-HUAWEI-Watch-GT-Waterproof-Smart-Watch-Sleep-Heart-Rate-Tracker-Support-GPS-Man-Sport-Tracker.jpg,SMT PERIOD Store,https://www.aliexpress.com/store/3745017,3745017,1591,95.9%
Global HUAWEI Watch GT Waterproof Smart Watch Sleep Heart Rate Tracker Support GPS Man Sport Tracker SmartWatch For Android IOS,125.86,217.00,4.9,89,422,251,Black-193,China-201336100,133,https://ae01.alicdn.com/kf/Ha0d007a0a6a64324890059270026ed1eB/Global-HUAWEI-Watch-GT-Waterproof-Smart-Watch-Sleep-Heart-Rate-Tracker-Support-GPS-Man-Sport-Tracker.jpg,SMT PERIOD Store,https://www.aliexpress.com/store/3745017,3745017,1591,95.9%
