product Name,product Price(US $),formatedPrice(US $),overview-rating,reviews,orders,Stock,Color,Inventory,imgUrl,storeName,storeUrl,storeNumber,followers,rating
Free Shipping 2019 New Fashion 100 wool Coat For Women Plus Size Loose  Outerwear Long Sleeve Maxi Hand Made National Sweaters,92.65,109.00,4.6,10,18,25,Red-10,15,https://ae01.alicdn.com/kf/HTB1BU7XkN6I8KJjSszfq6yZVXXat/Free-Shipping-2019-New-Fashion-100-wool-Coat-For-Women-Plus-Size-Loose-Outerwear-Long-Sleeve.jpg,Haileys Store,https://www.aliexpress.com/store/415732,415732,7367,94.2%
Free Shipping 2019 New Fashion 100 wool Coat For Women Plus Size Loose  Outerwear Long Sleeve Maxi Hand Made National Sweaters,92.65,109.00,4.6,10,18,25,Black-193,10,https://ae01.alicdn.com/kf/HTB1AS0ck_vI8KJjSspjq6AgjXXao/Free-Shipping-2019-New-Fashion-100-wool-Coat-For-Women-Plus-Size-Loose-Outerwear-Long-Sleeve.jpg,Haileys Store,https://www.aliexpress.com/store/415732,415732,7367,94.2%
