product Name,product Price(US $),formatedPrice(US $),overview-rating,reviews,orders,Stock,Color,Inventory,imgUrl,storeName,storeUrl,storeNumber,followers,rating
famous brand 42mm debert white dial date day coffee strap multifunction automatic mens Watch,71.25,95.00,4.8,35,84,2684,White-29,1305,https://ae01.alicdn.com/kf/HTB1W2J0XljTBKNjSZFDq6zVgVXaS/famous-brand-42mm-debert-white-dial-date-day-coffee-strap-multifunction-automatic-mens-Watch.jpg,mywatchcode Store,https://www.aliexpress.com/store/1361248,1361248,3915,98.8%
famous brand 42mm debert white dial date day coffee strap multifunction automatic mens Watch,71.25,95.00,4.8,35,84,2684,Black-193,1379,https://ae01.alicdn.com/kf/HTB1KzI2XhGYBuNjy0Fnq6x5lpXas/famous-brand-42mm-debert-white-dial-date-day-coffee-strap-multifunction-automatic-mens-Watch.jpg,mywatchcode Store,https://www.aliexpress.com/store/1361248,1361248,3915,98.8%
