Parent Unique ID,*Unique ID,*Product Name,Declared Name,Declared Local Name,Pieces,Color,Size,*Quantity,*Tags,Description,*Price,*Shipping,"Shipping Time(enter without "" "", just the estimated days )",*Main Image URL,Clean Image URL,Package Length ,Package Width ,Package Height ,Package Weight ,Country Of Origin,Contains Powder,Contains Liquid ,Contains Battery, Contains Metal,Custom Declared Value,Custom HS Code
32898783348,"32898783348_""Green_""L",Dresses,Dresses, ,"""Green","""L","All Categories,Women's Clothing,Dresses,","Cheap Dresses, Buy Directly from China Suppliers:Macheda Dresses 2018 New Fashion Mini Sling Sexy Women Party Elegant Dress For Women Wrapped Hip Tight Drawstring Sling\nEnjoy ✓Free Shipping Worldwide! ✓Limited Time Sale ✓Easy Return.",9.94,0.0, ,https://ae01.alicdn.com/kf/HTB13moRvZyYBuNkSnfoq6AWgVXad/Macheda-Dresses-2018-New-Fashion-Mini-Sling-Sexy-Women-Party-Elegant-Dress-For-Women-Wrapped-Hip.jpg, , , , ,CN, , , , , , 
32898783348,"32898783348_""Green_""M",Dresses,Dresses, ,"""Green","""M","All Categories,Women's Clothing,Dresses,","Cheap Dresses, Buy Directly from China Suppliers:Macheda Dresses 2018 New Fashion Mini Sling Sexy Women Party Elegant Dress For Women Wrapped Hip Tight Drawstring Sling\nEnjoy ✓Free Shipping Worldwide! ✓Limited Time Sale ✓Easy Return.",9.94,0.0, ,https://ae01.alicdn.com/kf/HTB13moRvZyYBuNkSnfoq6AWgVXad/Macheda-Dresses-2018-New-Fashion-Mini-Sling-Sexy-Women-Party-Elegant-Dress-For-Women-Wrapped-Hip.jpg, , , , ,CN, , , , , , 
32898783348,"32898783348_""Green_""S",Dresses,Dresses, ,"""Green","""S","All Categories,Women's Clothing,Dresses,","Cheap Dresses, Buy Directly from China Suppliers:Macheda Dresses 2018 New Fashion Mini Sling Sexy Women Party Elegant Dress For Women Wrapped Hip Tight Drawstring Sling\nEnjoy ✓Free Shipping Worldwide! ✓Limited Time Sale ✓Easy Return.",9.94,0.0, ,https://ae01.alicdn.com/kf/HTB13moRvZyYBuNkSnfoq6AWgVXad/Macheda-Dresses-2018-New-Fashion-Mini-Sling-Sexy-Women-Party-Elegant-Dress-For-Women-Wrapped-Hip.jpg, , , , ,CN, , , , , , 
