product Name,product Price(US $),formatedPrice(US $),overview-rating,reviews,orders,Stock,Color,Size,Inventory,imgUrl,storeName,storeUrl,storeNumber,followers,rating
Macheda Dresses 2018 New Fashion Mini Sling Sexy Women Party Elegant Dress For Women Wrapped Hip Tight Drawstring Sling,9.94,19.88,4.9,24,93,1785,Green-175,L-361385,617,https://ae01.alicdn.com/kf/HTB1cIpGwgKTBuNkSne1q6yJoXXaq/Macheda-Dresses-2018-New-Fashion-Mini-Sling-Sexy-Women-Party-Elegant-Dress-For-Women-Wrapped-Hip.jpg,macheda Official Store,https://www.aliexpress.com/store/3218067,3218067,42369,96.9%
